#SYMBOL;DESCRIPTION;ISIN;CURRENCY_BASE;CONTRACT_SIZE;TICK_SIZE;TICK_VALUE;DIGITS;MIN_VOLUME;MAX_VOLUME;STEP_VOLUME;START_TIME;EXPIRATION_TIME;OPTION_MODE;OPTION_RIGHT;OPTION_STRIKE
ITUBP50;ITUBE       PN   28,96;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.04.18 20:59:59;0;0;0.00000000
ITUBP51;ITUBE       PN   33,05;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.04.18 20:59:59;0;0;0.00000000
ITUBP56;ITUBE       PN   26,55;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.04.18 20:59:59;0;0;0.00000000
ITUBP57;ITUBE       PN   51,47;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2017.04.17 20:59:59;0;0;0.00000000
ITUBP58;ITUBE       PN   34,87;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.04.18 20:59:59;0;0;0.00000000
ITUBP59;ITUBE       PN   35,10;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.04.18 20:59:59;0;0;0.00000000
ITUBP6;ITUBE       PN   26,05;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.04.18 20:59:59;0;0;0.00000000
ITUBP60;ITUBE       PN   36,01;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.04.18 20:59:59;0;0;0.00000000
ITUBP65;ITUBE       PN   32,14;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.04.18 20:59:59;0;0;0.00000000
ITUBP69;ITUBE       PN   29,13;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2017.04.17 20:59:59;0;0;0.00000000
ITUBP70;ITUBE       PN   20,38;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2017.04.17 20:59:59;0;0;0.00000000
ITUBP73;ITUBE       PN   29,87;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.04.18 20:59:59;0;0;0.00000000
ITUBP75;ITUBE       PN   31,69;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.04.18 20:59:59;0;0;0.00000000
ITUBP8;ITUBE       PN   34,88;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2017.04.17 20:59:59;0;0;0.00000000
ITUBP80;ITUBE       PN   20,88;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2017.04.17 20:59:59;0;0;0.00000000
ITUBP81;ITUBE       PN   21,38;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2017.04.17 20:59:59;0;0;0.00000000
ITUBP84;ITUBE       PN   31,23;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.04.18 20:59:59;0;0;0.00000000
ITUBP85;ITUBE       PN   41,01;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.04.18 20:59:59;0;0;0.00000000
ITUBP86;ITUBE       PN   41,69;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.04.18 20:59:59;0;0;0.00000000
ITUBP87;ITUBE       PN   28,05;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.04.18 20:59:59;0;0;0.00000000
ITUBP89;ITUBE       PN   29,63;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2017.04.17 20:59:59;0;0;0.00000000
ITUBP90;ITUBE       PN   30,13;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2017.04.17 20:59:59;0;0;0.00000000
ITUBP91;ITUBE       PN   40,38;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2017.04.17 20:59:59;0;0;0.00000000
ITUBP93;ITUBE       PN   40,88;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2017.04.17 20:59:59;0;0;0.00000000
ITUBP99;ITUBE       PN   39,88;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2017.04.17 20:59:59;0;0;0.00000000
ITUBQ11;ITUBE       PN   31,01;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.05.16 20:59:59;0;0;0.00000000
ITUBQ14;ITUBE       PN   41,92;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.05.16 20:59:59;0;0;0.00000000
ITUBQ18;ITUBE       PN   30,78;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.05.16 20:59:59;0;0;0.00000000
ITUBQ19;ITUBE       PN   44,42;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.05.16 20:59:59;0;0;0.00000000
ITUBQ20;ITUBE       PN   27,37;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.05.16 20:59:59;0;0;0.00000000
ITUBQ21;ITUBE       PN   28,28;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.05.16 20:59:59;0;0;0.00000000
ITUBQ22;ITUBE       PN   31,92;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.05.16 20:59:59;0;0;0.00000000
ITUBQ23;ITUBE       PN   42,60;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.05.16 20:59:59;0;0;0.00000000
ITUBQ24;ITUBE       PN   27,60;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.05.16 20:59:59;0;0;0.00000000
ITUBQ25;ITUBE       PN   41,23;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.05.16 20:59:59;0;0;0.00000000
ITUBQ26;ITUBE       PN   27,83;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.05.16 20:59:59;0;0;0.00000000
ITUBQ27;ITUBE       PN   39,64;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.05.16 20:59:59;0;0;0.00000000
ITUBQ28;ITUBE       PN   28,78;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.05.16 20:59:59;0;0;0.00000000
ITUBQ29;ITUBE       PN   26,01;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.05.16 20:59:59;0;0;0.00000000
ITUBQ30;ITUBE       PN   40,10;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.05.16 20:59:59;0;0;0.00000000
ITUBQ4;ITUBE       PN   34,67;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.05.16 20:59:59;0;0;0.00000000
ITUBQ41;ITUBE       PN   11,51;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.05.16 20:59:59;0;0;0.00000000
ITUBQ44;ITUBE       PN   40,33;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.05.16 20:59:59;0;0;0.00000000
ITUBQ50;ITUBE       PN   33,51;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.05.16 20:59:59;0;0;0.00000000
ITUBQ51;ITUBE       PN   37,14;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.05.16 20:59:59;0;0;0.00000000
ITUBQ52;ITUBE       PN   34,42;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.05.16 20:59:59;0;0;0.00000000
ITUBQ53;ITUBE       PN   40,78;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.05.16 20:59:59;0;0;0.00000000
ITUBQ54;ITUBE       PN   41,69;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.05.16 20:59:59;0;0;0.00000000
ITUBQ55;ITUBE       PN   42,14;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.05.16 20:59:59;0;0;0.00000000
ITUBQ57;ITUBE       PN   33,73;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.05.16 20:59:59;0;0;0.00000000
ITUBQ58;ITUBE       PN   39,87;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.05.16 20:59:59;0;0;0.00000000
ITUBQ61;ITUBE       PN   11,26;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.05.16 20:59:59;0;0;0.00000000
ITUBQ69;ITUBE       PN   29,03;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.05.16 20:59:59;0;0;0.00000000
ITUBQ70;ITUBE       PN   30,55;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.05.16 20:59:59;0;0;0.00000000
ITUBQ74;ITUBE       PN   24,74;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.05.16 20:59:59;0;0;0.00000000
ITUBQ75;ITUBE       PN   25,76;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.05.16 20:59:59;0;0;0.00000000
ITUBQ78;ITUBE       PN   31,46;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.05.16 20:59:59;0;0;0.00000000
ITUBQ79;ITUBE       PN   29,53;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.05.16 20:59:59;0;0;0.00000000
ITUBQ80;ITUBE       PN   32,37;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.05.16 20:59:59;0;0;0.00000000
ITUBQ87;ITUBE       PN   33,28;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.05.16 20:59:59;0;0;0.00000000
ITUBQ88;ITUBE       PN   34,19;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.05.16 20:59:59;0;0;0.00000000
ITUBQ89;ITUBE       PN   35,10;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.05.16 20:59:59;0;0;0.00000000
ITUBQ90;ITUBE       PN   30,03;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.05.16 20:59:59;0;0;0.00000000
ITUBR25;ITUBE       PN   25,04;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.06.20 20:59:59;0;0;0.00000000
ITUBR31;ITUBE       PN   28,06;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.06.20 20:59:59;0;0;0.00000000
ITUBR33;ITUBE       PN   32,63;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.06.20 20:59:59;0;0;0.00000000
ITUBR38;ITUBE       PN   34,43;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.06.20 20:59:59;0;0;0.00000000
ITUBR4;ITUBE       PN   31,02;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.06.20 20:59:59;0;0;0.00000000
ITUBR50;ITUBE       PN   25,79;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.06.20 20:59:59;0;0;0.00000000
ITUBR51;ITUBE       PN   26,02;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.06.20 20:59:59;0;0;0.00000000
ITUBR53;ITUBE       PN   26,24;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.06.20 20:59:59;0;0;0.00000000
ITUBR54;ITUBE       PN   30,33;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.06.20 20:59:59;0;0;0.00000000
ITUBR55;ITUBE       PN   30,56;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.06.20 20:59:59;0;0;0.00000000
ITUBR56;ITUBE       PN   30,79;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.06.20 20:59:59;0;0;0.00000000
ITUBR57;ITUBE       PN   36,24;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.06.20 20:59:59;0;0;0.00000000
ITUBR58;ITUBE       PN   36,70;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.06.20 20:59:59;0;0;0.00000000
ITUBR59;ITUBE       PN   37,15;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.06.20 20:59:59;0;0;0.00000000
ITUBR60;ITUBE       PN   38,06;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.06.20 20:59:59;0;0;0.00000000
ITUBR61;ITUBE       PN   38,52;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.06.20 20:59:59;0;0;0.00000000
ITUBR62;ITUBE       PN   38,97;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.06.20 20:59:59;0;0;0.00000000
ITUBR72;ITUBE       PN   31,47;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.06.20 20:59:59;0;0;0.00000000
ITUBR73;ITUBE       PN   32,38;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.06.20 20:59:59;0;0;0.00000000
ITUBR74;ITUBE       PN   33,29;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.06.20 20:59:59;0;0;0.00000000
ITUBR75;ITUBE       PN   34,20;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.06.20 20:59:59;0;0;0.00000000
ITUBR76;ITUBE       PN   35,11;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.06.20 20:59:59;0;0;0.00000000
ITUBR77;ITUBE       PN   36,02;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.06.20 20:59:59;0;0;0.00000000
ITUBR78;ITUBE       PN   36,93;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.06.20 20:59:59;0;0;0.00000000
ITUBR8;ITUBE       PN   34,65;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.06.20 20:59:59;0;0;0.00000000
ITUBR80;ITUBE       PN   27,83;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.06.20 20:59:59;0;0;0.00000000
ITUBR82;ITUBE       PN   31,24;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.06.20 20:59:59;0;0;0.00000000
ITUBR86;ITUBE       PN   28,52;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.06.20 20:59:59;0;0;0.00000000
ITUBR87;ITUBE       PN   31,70;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.06.20 20:59:59;0;0;0.00000000
ITUBR88;ITUBE       PN   41,02;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.06.20 20:59:59;0;0;0.00000000
ITUBR99;ITUBE       PN   41,24;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.06.20 20:59:59;0;0;0.00000000
ITUBS10;ITUBE       PN   26,89;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.07.18 20:59:59;0;0;0.00000000
ITUBS11;ITUBE       PN   30,53;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.07.18 20:59:59;0;0;0.00000000
ITUBS13;ITUBE       PN   29,39;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.07.18 20:59:59;0;0;0.00000000
ITUBS14;ITUBE       PN   29,84;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.07.18 20:59:59;0;0;0.00000000
ITUBS16;ITUBE       PN   30,30;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.07.18 20:59:59;0;0;0.00000000
ITUBS17;ITUBE       PN   37,57;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.07.18 20:59:59;0;0;0.00000000
ITUBS21;ITUBE       PN   30,98;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.07.18 20:59:59;0;0;0.00000000
ITUBS23;ITUBE       PN   39,16;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.07.18 20:59:59;0;0;0.00000000
ITUBS24;ITUBE       PN   39,62;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.07.18 20:59:59;0;0;0.00000000
ITUBS26;ITUBE       PN   40,07;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.07.18 20:59:59;0;0;0.00000000
ITUBS27;ITUBE       PN   25,07;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.07.18 20:59:59;0;0;0.00000000
ITUBS28;ITUBE       PN   24,62;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.07.18 20:59:59;0;0;0.00000000
ITUBS29;ITUBE       PN   24,84;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.07.18 20:59:59;0;0;0.00000000
ITUBS30;ITUBE       PN   30,75;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.07.18 20:59:59;0;0;0.00000000
ITUBS31;ITUBE       PN   31,21;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.07.18 20:59:59;0;0;0.00000000
ITUBS32;ITUBE       PN   28,48;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.07.18 20:59:59;0;0;0.00000000
ITUBS33;ITUBE       PN   28,93;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.07.18 20:59:59;0;0;0.00000000
ITUBS34;ITUBE       PN   32,12;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.07.18 20:59:59;0;0;0.00000000
ITUBS36;ITUBE       PN   32,57;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.07.18 20:59:59;0;0;0.00000000
ITUBS37;ITUBE       PN   33,03;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.07.18 20:59:59;0;0;0.00000000
ITUBS41;ITUBE       PN   36,66;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.07.18 20:59:59;0;0;0.00000000
ITUBS52;ITUBE       PN   37,12;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.07.18 20:59:59;0;0;0.00000000
ITUBS56;ITUBE       PN   26,66;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.07.18 20:59:59;0;0;0.00000000
ITUBS59;ITUBE       PN   33,71;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.07.18 20:59:59;0;0;0.00000000
ITUBS6;ITUBE       PN   38,03;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.07.18 20:59:59;0;0;0.00000000
ITUBS60;ITUBE       PN   33,93;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.07.18 20:59:59;0;0;0.00000000
ITUBS66;ITUBE       PN   26,03;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.07.18 20:59:59;0;0;0.00000000
ITUBS7;ITUBE       PN   38,48;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.07.18 20:59:59;0;0;0.00000000
ITUBS70;ITUBE       PN   25,53;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.07.18 20:59:59;0;0;0.00000000
ITUBS76;ITUBE       PN   36,43;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.07.18 20:59:59;0;0;0.00000000
ITUBS80;ITUBE       PN   27,80;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.07.18 20:59:59;0;0;0.00000000
ITUBS83;ITUBE       PN   31,43;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.07.18 20:59:59;0;0;0.00000000
ITUBS9;ITUBE       PN   38,93;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.07.18 20:59:59;0;0;0.00000000
ITUBT16;ITUBE       PN   26,75;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.08.15 20:59:59;0;0;0.00000000
ITUBT22;ITUBE       PN   33,21;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.08.15 20:59:59;0;0;0.00000000
ITUBT24;ITUBE       PN   29,80;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.08.15 20:59:59;0;0;0.00000000
ITUBT26;ITUBE       PN   32,53;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.08.15 20:59:59;0;0;0.00000000
ITUBT32;ITUBE       PN   29,34;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.08.15 20:59:59;0;0;0.00000000
ITUBT42;ITUBE       PN   38,21;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.08.15 20:59:59;0;0;0.00000000
ITUBT44;ITUBE       PN   38,66;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.08.15 20:59:59;0;0;0.00000000
ITUBT49;ITUBE       PN   39,12;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.08.15 20:59:59;0;0;0.00000000
ITUBT50;ITUBE       PN   24,34;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.08.15 20:59:59;0;0;0.00000000
ITUBT51;ITUBE       PN   39,80;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.08.15 20:59:59;0;0;0.00000000
ITUBT52;ITUBE       PN   29,00;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.08.15 20:59:59;0;0;0.00000000
ITUBT53;ITUBE       PN   25,25;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.08.15 20:59:59;0;0;0.00000000
ITUBT55;ITUBE       PN   39,57;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.08.15 20:59:59;0;0;0.00000000
ITUBT56;ITUBE       PN   26,25;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.08.15 20:59:59;0;0;0.00000000
ITUBT57;ITUBE       PN   40,03;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.08.15 20:59:59;0;0;0.00000000
ITUBT59;ITUBE       PN   37,21;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.08.15 20:59:59;0;0;0.00000000
ITUBT60;ITUBE       PN   40,93;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.08.15 20:59:59;0;0;0.00000000
ITUBT62;ITUBE       PN   30,25;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.08.15 20:59:59;0;0;0.00000000
ITUBT63;ITUBE       PN   30,48;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.08.15 20:59:59;0;0;0.00000000
ITUBT64;ITUBE       PN   30,71;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.08.15 20:59:59;0;0;0.00000000
ITUBT65;ITUBE       PN   28,00;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.08.15 20:59:59;0;0;0.00000000
ITUBT66;ITUBE       PN   31,16;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.08.15 20:59:59;0;0;0.00000000
ITUBT67;ITUBE       PN   24,57;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.08.15 20:59:59;0;0;0.00000000
ITUBT71;ITUBE       PN   31,39;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.08.15 20:59:59;0;0;0.00000000
ITUBT73;ITUBE       PN   33,71;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.08.15 20:59:59;0;0;0.00000000
ITUBT74;ITUBE       PN   31,62;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.08.15 20:59:59;0;0;0.00000000
ITUBT75;ITUBE       PN   31,84;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.08.15 20:59:59;0;0;0.00000000
ITUBT76;ITUBE       PN   32,07;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.08.15 20:59:59;0;0;0.00000000
ITUBT77;ITUBE       PN   41,62;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.08.15 20:59:59;0;0;0.00000000
ITUBT78;ITUBE       PN   27,75;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.08.15 20:59:59;0;0;0.00000000
ITUBT79;ITUBE       PN   28,75;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.08.15 20:59:59;0;0;0.00000000
ITUBT84;ITUBE       PN   34,71;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.08.15 20:59:59;0;0;0.00000000
ITUBT86;ITUBE       PN   23,66;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.08.15 20:59:59;0;0;0.00000000
ITUBT87;ITUBE       PN   23,89;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.08.15 20:59:59;0;0;0.00000000
ITUBT88;ITUBE       PN   24,12;BRITUBACNPR1;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.08.15 20:59:59;0;0;0.00000000
